CropType,Location,LandType,LandSize,Income,LoanName
Maize,Davanagere,Dryland,3.53,31261,Farm Mechanization Loan
Cotton,Gadag,Dryland,4.84,33798,Crop Loan
Fish Farming,Dakshina Kannada,Wetland,0.73,91798,NABARD Infrastructure Loan
Coffee,Hassan,Black cotton soil land,1.15,62273,Plantation Development Loan
Coconut,Udupi,Coastal loamy,1.26,41253,Agri Infrastructure Loan
Sugarcane,Belagavi,Black cotton soil land,4.39,56581,Farm Mechanization Loan
Wheat,Vijayapura,Dryland,4.01,29230,PM Kisan Loan
Groundnut,Bengaluru Rural,Dryland,2.35,20796,Organic Farming Loan
Pulses,Raichur,Rainfed,1.08,20406,PM Kisan Loan
Beekeeping,Chamarajanagar,Dryland,1.22,61505,Agri Clinic Loan
Cotton,Haveri,Black cotton soil land,4.6,38683,Kisan Credit Card
Floriculture,Bengaluru Urban,Polyhouse,1.26,52056,NABARD Loan
Organic Vegetables,Tumakuru,Irrigated,1.93,41198,Organic Farming Loan
Beekeeping,Kodagu,Dryland,1.23,57421,Agri Clinic Loan
Millets,Chitradurga,Dryland,2.72,19821,Soil Health Card Loan
Sugarcane,Bagalkot,Irrigated,5.8,49136,Farm Mechanization Loan
Organic Vegetables,Dharwad,Dryland,2.27,39549,Organic Farming Loan
Rice,Raichur,Irrigated,2.29,30634,Irrigation Loan
Pulses,Bidar,Dryland,2.51,18772,Organic Farming Loan
Pulses,Bidar,Dryland,2.25,22642,PM Kisan Loan
Tea,Chikkamagaluru,Wetland,1.32,89766,NABARD Refinance Scheme
Pulses,Raichur,Rainfed,3.85,22607,NABARD Loan
Sugarcane,Mysuru,Irrigated,2.16,54010,Irrigation Loan
Groundnut,Bengaluru Rural,Dryland,4.9,25356,Crop Loan
Rice,Mandya,Irrigated,1.73,38315,Irrigation Loan
Coconut,Udupi,Irrigated,2.99,51064,Agri Infrastructure Loan
Pulses,Gadag,Dryland,2.31,24041,PM Kisan Loan
Beekeeping,Chamarajanagar,Dryland,1.02,63181,Agri Clinic Loan
Cotton,Ballari,Black cotton soil land,4.44,37933,Pest Management Loan
Coffee,Kodagu,Wetland,1.41,89912,Horticulture Loan
Cotton,Gadag,Dryland,4.9,33674,Pest Management Loan
Mango,Ramanagara,Black cotton soil land,2.27,38933,Organic Farming Loan
Pulses,Bidar,Dryland,1.83,20473,Organic Farming Loan
Sugarcane,Mysuru,Irrigated,5.93,48394,Agricultural Term Loan
Pulses,Raichur,Rainfed,1.83,24869,NABARD Loan
Sugarcane,Mandya,Black cotton soil land,3.62,52365,Irrigation Loan
Silk,Ramanagara,Dryland,1.04,64338,NABARD Loan
Cotton,Dharwad,Dryland,3.67,38286,Kisan Credit Card
Organic Vegetables,Tumakuru,Dryland,2.96,38189,Horticulture Loan
Coffee,Hassan,Black cotton soil land,0.6,75281,Plantation Development Loan
Beekeeping,Chamarajanagar,Dryland,0.7,60486,Agri Clinic Loan
Coconut,Udupi,Irrigated,3.39,45849,Agri Infrastructure Loan
Rice,Mandya,Wetland,3.33,36752,Kisan Credit Card
Wheat,Kalaburagi,Irrigated,3.11,28814,PM Kisan Loan
Cotton,Gadag,Black cotton soil land,2.22,42147,Kisan Credit Card
Maize,Davanagere,Dryland,3.62,24422,Farm Mechanization Loan
Coconut,Dakshina Kannada,Coastal loamy,1.65,45782,Plantation Loan
Wheat,Bagalkot,Irrigated,3.8,29223,Crop Loan
Beekeeping,Kodagu,Dryland,1.21,51916,Agri Clinic Loan
Millets,Ballari,Dryland,2.81,16415,PM Kisan Loan
Floriculture,Tumakuru,Polyhouse,1.62,67059,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.8,73661,NABARD Loan
Silk,Ramanagara,Dryland,1.8,68602,Agricultural Term Loan
Mango,Ramanagara,Black cotton soil land,2.95,50077,Organic Farming Loan
Organic Vegetables,Dharwad,Dryland,1.29,43016,Organic Farming Loan
Wheat,Bagalkot,Dryland,3.69,25819,Crop Loan
Coconut,Udupi,Irrigated,3.89,56966,Agri Infrastructure Loan
Groundnut,Tumakuru,Black cotton soil land,2.85,22640,Organic Farming Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.23,81314,NABARD Loan
Cotton,Gadag,Dryland,3.98,40992,Crop Loan
Mango,Kolar,Black cotton soil land,3.12,49261,Horticulture Loan
Banana,Hassan,Wetland,1.92,44541,Horticulture Loan
Banana,Mandya,Irrigated,2.84,49758,Horticulture Loan
Coconut,Udupi,Coastal loamy,1.49,53467,Plantation Loan
Sugarcane,Bagalkot,Black cotton soil land,4.88,58132,Farm Mechanization Loan
Banana,Mandya,Irrigated,2.7,48668,Irrigation Loan
Fish Farming,Dakshina Kannada,Wetland,1.49,85232,NABARD Infrastructure Loan
Pulses,Dharwad,Rainfed,3.66,24530,PM Kisan Loan
Coffee,Kodagu,Wetland,1.15,67467,Plantation Development Loan
Fish Farming,Dakshina Kannada,Wetland,0.64,71021,NABARD Infrastructure Loan
Pulses,Dharwad,Rainfed,3.77,23231,Organic Farming Loan
Maize,Chikkaballapur,Rainfed,4.94,21928,Crop Loan
Coconut,Udupi,Irrigated,2.41,51143,Plantation Loan
Floriculture,Tumakuru,Irrigated,1.67,72350,Floriculture Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.54,73088,Plantation Development Loan
Maize,Gadag,Dryland,3.85,21505,Farm Mechanization Loan
Beekeeping,Chamarajanagar,Dryland,0.72,66026,Apiculture Loan
Cotton,Haveri,Dryland,2.9,38372,Crop Loan
Fish Farming,Uttara Kannada,Wetland,1.61,60343,NABARD Infrastructure Loan
Fish Farming,Udupi,Wetland,0.69,95130,NABARD Infrastructure Loan
Sugarcane,Bagalkot,Irrigated,4.15,54972,Agricultural Term Loan
Silk,Chikkaballapur,Irrigated,1.15,73189,NABARD Loan
Organic Vegetables,Dharwad,Irrigated,2.63,37140,Horticulture Loan
Groundnut,Tumakuru,Black cotton soil land,3.44,24394,Organic Farming Loan
Banana,Hassan,Irrigated,2.37,42399,Horticulture Loan
Rice,Mandya,Wetland,3.68,34041,Crop Loan
Rice,Mysuru,Wetland,2.83,39730,Irrigation Loan
Cotton,Ballari,Black cotton soil land,4.12,34253,Crop Loan
Banana,Mysuru,Irrigated,2.6,49656,Horticulture Loan
Organic Vegetables,Mysuru,Dryland,2.07,46839,Horticulture Loan
Banana,Hassan,Wetland,3.37,51899,Horticulture Loan
Mango,Kolar,Dryland,3.22,54970,Horticulture Loan
Maize,Chikkaballapur,Dryland,4.48,26508,Crop Loan
Maize,Davanagere,Dryland,4.77,32874,Crop Loan
Maize,Chikkaballapur,Dryland,2.26,20944,Crop Loan
Mango,Chikkaballapur,Black cotton soil land,1.87,49081,Organic Farming Loan
Rice,Mandya,Irrigated,2.07,39613,Kisan Credit Card
Rice,Mysuru,Irrigated,1.02,30372,Crop Loan
Groundnut,Tumakuru,Dryland,3.06,27978,Organic Farming Loan
Floriculture,Doddaballapura,Polyhouse,1.26,61586,Floriculture Loan
Silk,Kolar,Irrigated,1.4,69312,Agricultural Term Loan
Beekeeping,Kodagu,Dryland,1.46,61931,Apiculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.8,67535,Floriculture Loan
Coffee,Hassan,Black cotton soil land,1.6,84638,NABARD Loan
Mango,Chikkaballapur,Dryland,2.29,36994,Organic Farming Loan
Beekeeping,Chamarajanagar,Dryland,1.94,53999,Apiculture Loan
Millets,Koppal,Dryland,3.29,18150,Soil Health Card Loan
Rice,Mysuru,Wetland,3.32,35224,Kisan Credit Card
Floriculture,Bengaluru Urban,Irrigated,0.79,58559,Floriculture Loan
Sugarcane,Bagalkot,Black cotton soil land,5.07,58208,Agricultural Term Loan
Rice,Mandya,Wetland,2.09,35432,Irrigation Loan
Coconut,Tumakuru,Irrigated,1.11,49589,Plantation Loan
Mango,Chikkaballapur,Black cotton soil land,3.66,42751,Horticulture Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.52,71267,Horticulture Loan
Millets,Chitradurga,Rainfed,4.05,18041,PM Kisan Loan
Groundnut,Tumakuru,Black cotton soil land,3.57,33491,Organic Farming Loan
Beekeeping,Kodagu,Dryland,1.04,68546,Agri Clinic Loan
Millets,Koppal,Dryland,2.44,15105,Soil Health Card Loan
Fish Farming,Udupi,Wetland,1.06,63365,NABARD Infrastructure Loan
Coconut,Dakshina Kannada,Irrigated,1.14,49624,Agri Infrastructure Loan
Pulses,Dharwad,Rainfed,2.3,20128,PM Kisan Loan
Pulses,Bidar,Rainfed,3.01,22615,Organic Farming Loan
Maize,Chikkaballapur,Dryland,3.09,32110,Crop Loan
Floriculture,Bengaluru Urban,Polyhouse,1.37,65544,NABARD Loan
Tea,Chikkamagaluru,Hill slope,2.49,94352,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.42,86758,NABARD Refinance Scheme
Maize,Davanagere,Dryland,4.45,33752,Crop Loan
Organic Vegetables,Dharwad,Irrigated,1.27,35817,Organic Farming Loan
Pulses,Gadag,Rainfed,1.47,20321,Organic Farming Loan
Beekeeping,Kodagu,Dryland,1.77,56118,Agri Clinic Loan
Cotton,Ballari,Dryland,2.5,33056,Crop Loan
Millets,Koppal,Dryland,2.73,15751,PM Kisan Loan
Banana,Hassan,Wetland,1.68,46994,Irrigation Loan
Cotton,Ballari,Black cotton soil land,4.22,41773,Kisan Credit Card
Tea,Chikkamagaluru,Wetland,1.18,80391,NABARD Refinance Scheme
Beekeeping,Kodagu,Forest edge,1.17,56215,Apiculture Loan
Fish Farming,Uttara Kannada,Wetland,0.74,80151,NABARD Infrastructure Loan
Banana,Mandya,Wetland,3.14,47703,Irrigation Loan
Sugarcane,Mysuru,Irrigated,5.74,49001,Agricultural Term Loan
Coffee,Hassan,Black cotton soil land,1.97,79973,Plantation Development Loan
Coffee,Chikkamagaluru,Wetland,0.71,61222,Horticulture Loan
Coffee,Kodagu,Wetland,1.03,85181,Plantation Development Loan
Coffee,Kodagu,Wetland,1.65,62566,NABARD Loan
Maize,Davanagere,Dryland,3.8,20342,Farm Mechanization Loan
Mango,Kolar,Black cotton soil land,3.41,59346,Horticulture Loan
Cotton,Gadag,Dryland,3.85,42570,Kisan Credit Card
Beekeeping,Kodagu,Dryland,1.36,53269,Apiculture Loan
Sugarcane,Mandya,Black cotton soil land,2.47,55456,Irrigation Loan
Floriculture,Doddaballapura,Irrigated,1.17,78982,NABARD Loan
Maize,Chikkaballapur,Rainfed,2.67,21302,Crop Loan
Cotton,Ballari,Dryland,2.24,43921,Crop Loan
Floriculture,Tumakuru,Polyhouse,1.85,62074,NABARD Loan
Mango,Chikkaballapur,Black cotton soil land,2.76,47611,Organic Farming Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.73,88196,Horticulture Loan
Organic Vegetables,Tumakuru,Dryland,2.59,46185,Organic Farming Loan
Wheat,Vijayapura,Irrigated,3.53,33644,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.5,30124,Organic Farming Loan
Coffee,Hassan,Wetland,0.91,82460,NABARD Loan
Pulses,Bidar,Dryland,1.44,21666,PM Kisan Loan
Wheat,Bagalkot,Dryland,2.23,30989,Crop Loan
Fish Farming,Uttara Kannada,Wetland,0.88,60886,NABARD Infrastructure Loan
Pulses,Gadag,Dryland,1.91,19886,Organic Farming Loan
Banana,Mysuru,Wetland,2.19,48499,Horticulture Loan
Millets,Koppal,Rainfed,3.03,16813,Organic Farming Loan
Groundnut,Tumakuru,Dryland,2.17,31567,Crop Loan
Wheat,Kalaburagi,Dryland,4.04,34713,Crop Loan
Coffee,Kodagu,Wetland,1.21,76153,Horticulture Loan
Fish Farming,Dakshina Kannada,Wetland,1.72,99763,Fisheries Loan
Groundnut,Chikkaballapur,Dryland,2.25,20441,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.21,34601,Organic Farming Loan
Tea,Chikkamagaluru,Hill slope,2.12,98025,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.45,87803,NABARD Loan
Silk,Ramanagara,Dryland,2.83,54029,Agricultural Term Loan
Coconut,Tumakuru,Irrigated,2.83,57677,Agri Infrastructure Loan
Banana,Mysuru,Wetland,2.32,42442,Horticulture Loan
Groundnut,Bengaluru Rural,Dryland,4.2,24214,Organic Farming Loan
Tea,Chikkamagaluru,Hill slope,1.87,74224,NABARD Refinance Scheme
Cotton,Ballari,Black cotton soil land,2.77,41664,Kisan Credit Card
Tea,Chikkamagaluru,Wetland,1.96,79301,Plantation Development Loan
Millets,Chitradurga,Dryland,2.56,18497,PM Kisan Loan
Millets,Koppal,Dryland,5.02,15899,PM Kisan Loan
Millets,Chitradurga,Rainfed,5.53,17805,PM Kisan Loan
Cotton,Haveri,Dryland,2.99,41170,Crop Loan
Millets,Chitradurga,Dryland,4.7,19601,Soil Health Card Loan
Coffee,Hassan,Wetland,1.91,85830,Horticulture Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.6,87169,Horticulture Loan
Fish Farming,Udupi,Wetland,0.64,83086,NABARD Infrastructure Loan
Cotton,Gadag,Black cotton soil land,4.09,36131,Pest Management Loan
Organic Vegetables,Dharwad,Irrigated,2.09,45386,Organic Farming Loan
Maize,Gadag,Rainfed,2.55,25728,Crop Loan
Floriculture,Doddaballapura,Irrigated,0.95,55064,Floriculture Loan
Maize,Chikkaballapur,Rainfed,2.54,33652,Farm Mechanization Loan
Mango,Ramanagara,Dryland,1.35,42771,Organic Farming Loan
Groundnut,Chikkaballapur,Black cotton soil land,2.46,29096,Crop Loan
Sugarcane,Mysuru,Black cotton soil land,5.53,51635,Farm Mechanization Loan
Floriculture,Tumakuru,Polyhouse,0.75,71856,Floriculture Loan
Maize,Chikkaballapur,Dryland,2.19,27395,Farm Mechanization Loan
Rice,Mysuru,Wetland,1.63,36193,Irrigation Loan
Silk,Chikkaballapur,Dryland,2.65,59785,Agricultural Term Loan
Mango,Chikkaballapur,Dryland,2.42,39173,Organic Farming Loan
Pulses,Raichur,Dryland,3.55,19499,NABARD Loan
Wheat,Vijayapura,Irrigated,3.73,32710,PM Kisan Loan
Maize,Chikkaballapur,Dryland,2.22,31771,Farm Mechanization Loan
Mango,Ramanagara,Black cotton soil land,2.14,55481,Organic Farming Loan
Millets,Koppal,Dryland,3.03,17694,Soil Health Card Loan
Mango,Ramanagara,Black cotton soil land,1.94,58015,Organic Farming Loan
Mango,Ramanagara,Black cotton soil land,3.71,38352,Organic Farming Loan
Mango,Chikkaballapur,Dryland,1.04,41358,Horticulture Loan
Wheat,Kalaburagi,Dryland,3.97,33704,PM Kisan Loan
Wheat,Vijayapura,Dryland,1.98,34619,Crop Loan
Cotton,Ballari,Dryland,3.18,38743,Pest Management Loan
Sugarcane,Mysuru,Irrigated,6.0,58688,Irrigation Loan
Beekeeping,Chamarajanagar,Forest edge,1.72,54193,Apiculture Loan
Groundnut,Tumakuru,Black cotton soil land,3.86,29246,Crop Loan
Silk,Kolar,Dryland,1.42,56765,Sericulture Loan
Groundnut,Tumakuru,Black cotton soil land,3.31,22196,Organic Farming Loan
Cotton,Dharwad,Dryland,4.74,31154,Pest Management Loan
Wheat,Kalaburagi,Dryland,4.22,26423,Crop Loan
Cotton,Gadag,Dryland,4.92,41175,Crop Loan
Maize,Chikkaballapur,Rainfed,2.3,24116,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.24,31003,Crop Loan
Sugarcane,Mandya,Black cotton soil land,3.61,49853,Irrigation Loan
Banana,Mandya,Wetland,2.35,50465,Horticulture Loan
Floriculture,Doddaballapura,Polyhouse,1.7,62481,NABARD Loan
Coffee,Hassan,Wetland,1.55,84676,NABARD Loan
Groundnut,Tumakuru,Black cotton soil land,2.5,29138,Crop Loan
Pulses,Gadag,Rainfed,1.95,23733,NABARD Loan
Millets,Koppal,Rainfed,3.31,15366,PM Kisan Loan
Sugarcane,Mysuru,Irrigated,5.81,47939,Agricultural Term Loan
Rice,Mandya,Irrigated,3.0,37836,Irrigation Loan
Pulses,Dharwad,Dryland,1.96,18593,NABARD Loan
Coffee,Chikkamagaluru,Wetland,0.75,81156,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,0.73,74526,NABARD Loan
Fish Farming,Uttara Kannada,Wetland,0.77,88758,NABARD Infrastructure Loan
Banana,Hassan,Wetland,2.68,43029,Horticulture Loan
Millets,Tumakuru,Dryland,2.74,21955,PM Kisan Loan
Floriculture,Tumakuru,Irrigated,1.22,67938,NABARD Loan
Silk,Chikkaballapur,Dryland,2.39,62866,NABARD Loan
Coconut,Udupi,Irrigated,2.53,59507,Plantation Loan
Maize,Gadag,Dryland,4.86,34567,Farm Mechanization Loan
Pulses,Raichur,Rainfed,2.18,18258,NABARD Loan
Beekeeping,Chamarajanagar,Forest edge,1.11,51375,Apiculture Loan
Beekeeping,Kodagu,Forest edge,1.98,59228,Agri Clinic Loan
Banana,Mandya,Wetland,2.92,48754,Irrigation Loan
Organic Vegetables,Dharwad,Irrigated,1.62,39672,Organic Farming Loan
Fish Farming,Udupi,Wetland,1.18,71165,Fisheries Loan
Cotton,Haveri,Black cotton soil land,2.94,32579,Kisan Credit Card
Coffee,Chikkamagaluru,Black cotton soil land,1.93,65519,NABARD Loan
Groundnut,Chikkaballapur,Black cotton soil land,2.59,25105,Organic Farming Loan
Cotton,Haveri,Black cotton soil land,3.86,39542,Kisan Credit Card
Tea,Chikkamagaluru,Hill slope,1.34,91064,Plantation Development Loan
Sugarcane,Bagalkot,Black cotton soil land,3.22,58114,Irrigation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.76,58756,Plantation Loan
Sugarcane,Mysuru,Black cotton soil land,3.42,50309,Irrigation Loan
Beekeeping,Shivamogga,Dryland,1.24,58101,Apiculture Loan
Cotton,Haveri,Dryland,2.18,35479,Kisan Credit Card
Banana,Hassan,Irrigated,2.17,51921,Irrigation Loan
Wheat,Bagalkot,Dryland,2.85,34405,PM Kisan Loan
Wheat,Bagalkot,Irrigated,2.33,33384,Crop Loan
Maize,Davanagere,Dryland,4.55,29717,Crop Loan
Millets,Koppal,Dryland,4.79,15592,PM Kisan Loan
Tea,Chikkamagaluru,Hill slope,1.6,89966,NABARD Refinance Scheme
Fish Farming,Udupi,Wetland,2.18,98606,NABARD Infrastructure Loan
Sugarcane,Mandya,Irrigated,5.38,48762,Farm Mechanization Loan
Groundnut,Bengaluru Rural,Dryland,4.79,29491,Organic Farming Loan
Floriculture,Tumakuru,Irrigated,1.58,73479,NABARD Loan
Mango,Chikkaballapur,Dryland,3.06,43019,Organic Farming Loan
Maize,Gadag,Rainfed,3.2,21587,Farm Mechanization Loan
Beekeeping,Shivamogga,Dryland,0.52,56885,Agri Clinic Loan
Sugarcane,Bagalkot,Black cotton soil land,3.82,58543,Agricultural Term Loan
Mango,Kolar,Dryland,1.19,42799,Horticulture Loan
Maize,Gadag,Dryland,4.27,21706,Crop Loan
Pulses,Raichur,Dryland,3.45,21691,Organic Farming Loan
Coconut,Udupi,Irrigated,1.93,41150,Plantation Loan
Banana,Mysuru,Irrigated,2.37,54922,Horticulture Loan
Pulses,Gadag,Dryland,2.05,23642,Organic Farming Loan
Mango,Chikkaballapur,Black cotton soil land,1.38,53533,Organic Farming Loan
Banana,Hassan,Wetland,2.7,48262,Irrigation Loan
Sugarcane,Bagalkot,Irrigated,5.98,55526,Farm Mechanization Loan
Silk,Chikkaballapur,Irrigated,1.24,58545,NABARD Loan
Groundnut,Tumakuru,Black cotton soil land,4.48,33624,Organic Farming Loan
Banana,Mandya,Wetland,1.51,52162,Irrigation Loan
Fish Farming,Uttara Kannada,Wetland,0.73,92566,NABARD Infrastructure Loan
Banana,Mysuru,Wetland,2.83,50122,Irrigation Loan
Cotton,Gadag,Black cotton soil land,2.31,31977,Kisan Credit Card
Floriculture,Tumakuru,Irrigated,1.83,66472,NABARD Loan
Coffee,Hassan,Black cotton soil land,1.36,79978,NABARD Loan
Mango,Ramanagara,Black cotton soil land,1.24,56684,Horticulture Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.21,27236,Organic Farming Loan
Fish Farming,Uttara Kannada,Wetland,0.55,92610,NABARD Infrastructure Loan
Wheat,Bagalkot,Dryland,3.13,26891,PM Kisan Loan
Rice,Raichur,Wetland,1.77,38965,Crop Loan
Wheat,Vijayapura,Dryland,2.66,28660,Crop Loan
Wheat,Kalaburagi,Dryland,2.34,34320,Crop Loan
Sugarcane,Mysuru,Irrigated,4.83,46189,Agricultural Term Loan
Cotton,Dharwad,Dryland,4.78,38437,Crop Loan
Silk,Chikkaballapur,Dryland,1.05,71033,Agricultural Term Loan
Groundnut,Chikkaballapur,Dryland,2.4,32782,Organic Farming Loan
Millets,Tumakuru,Dryland,3.65,20423,Soil Health Card Loan
Mango,Kolar,Dryland,2.84,39656,Horticulture Loan
Millets,Koppal,Dryland,4.75,16908,Organic Farming Loan
Mango,Chikkaballapur,Dryland,3.57,50137,Horticulture Loan
Millets,Ballari,Rainfed,4.59,15365,Organic Farming Loan
Millets,Tumakuru,Rainfed,3.35,20090,Soil Health Card Loan
Millets,Chitradurga,Rainfed,2.59,16767,PM Kisan Loan
Tea,Chikkamagaluru,Wetland,1.74,70458,NABARD Refinance Scheme
Mango,Kolar,Dryland,1.06,47512,Horticulture Loan
Coffee,Kodagu,Wetland,1.79,69177,NABARD Loan
Cotton,Ballari,Dryland,4.1,41575,Crop Loan
Sugarcane,Belagavi,Black cotton soil land,3.65,54372,Agricultural Term Loan
Floriculture,Doddaballapura,Polyhouse,0.86,79972,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.98,70048,Floriculture Loan
Coffee,Chikkamagaluru,Wetland,1.39,65310,NABARD Loan
Rice,Mandya,Irrigated,2.58,39853,Kisan Credit Card
Sugarcane,Mysuru,Black cotton soil land,4.53,48319,Irrigation Loan
Coffee,Hassan,Black cotton soil land,0.97,85370,Plantation Development Loan
Groundnut,Tumakuru,Dryland,3.39,29064,Crop Loan
Tea,Chikkamagaluru,Hill slope,1.78,96275,NABARD Refinance Scheme
Mango,Chikkaballapur,Dryland,1.53,45985,Horticulture Loan
Millets,Tumakuru,Dryland,5.1,15969,PM Kisan Loan
Wheat,Bagalkot,Dryland,4.87,30286,PM Kisan Loan
Banana,Mysuru,Irrigated,2.11,51788,Horticulture Loan
Silk,Ramanagara,Dryland,2.06,71057,NABARD Loan
Organic Vegetables,Tumakuru,Dryland,1.08,36811,Organic Farming Loan
Wheat,Bagalkot,Dryland,4.62,31130,Crop Loan
Beekeeping,Shivamogga,Forest edge,0.65,58314,Agri Clinic Loan
Pulses,Gadag,Rainfed,3.1,21970,PM Kisan Loan
Floriculture,Tumakuru,Irrigated,1.09,54358,Floriculture Loan
Mango,Ramanagara,Dryland,2.37,59627,Organic Farming Loan
Sugarcane,Belagavi,Black cotton soil land,5.35,58991,Agricultural Term Loan
Coffee,Hassan,Black cotton soil land,1.21,78314,NABARD Loan
Coffee,Kodagu,Wetland,0.82,80479,Plantation Development Loan
Mango,Kolar,Dryland,2.6,46388,Horticulture Loan
Wheat,Bagalkot,Dryland,3.12,29639,Crop Loan
Sugarcane,Mysuru,Irrigated,2.18,51696,Farm Mechanization Loan
Wheat,Vijayapura,Dryland,2.32,30547,PM Kisan Loan
Banana,Hassan,Irrigated,2.46,49798,Irrigation Loan
Beekeeping,Kodagu,Forest edge,1.53,54976,Apiculture Loan
Maize,Davanagere,Dryland,2.92,27228,Crop Loan
Cotton,Dharwad,Black cotton soil land,3.82,43419,Crop Loan
Coconut,Udupi,Coastal loamy,1.87,48778,Plantation Loan
Rice,Mysuru,Wetland,3.97,31979,Kisan Credit Card
Rice,Shivamogga,Wetland,2.01,39369,Irrigation Loan
Beekeeping,Shivamogga,Dryland,0.53,69095,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.04,68546,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,0.69,58099,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.58,55450,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.75,58675,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,0.94,57002,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.53,69095,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.45,67165,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.21,65625,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.15,50944,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.95,55639,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.92,60270,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,0.9,57050,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.17,65283,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.95,53572,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.06,52511,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.55,65211,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,1.9,56353,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,1.48,54540,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.01,63856,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,0.95,66473,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.19,53586,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.91,56322,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.65,55669,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.04,68546,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.19,64257,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.69,56156,Agri Clinic Loan
